scan_time,req_date,req_pc4,opt0_short_addr,opt0_time,opt0_loc_id,opt1_short_addr,opt1_time,opt1_loc_id,opt2_short_addr,opt2_time,opt2_loc_id
2022-03-07 09:09,2022-03-07,7903,7903 Hoogeveen,2022-03-07 13:27,7903:64b3,,,,,,
2022-03-07 09:09,2022-03-08,7903,7903 Hoogeveen,2022-03-08 09:33,7903:64b3,,,,,,
2022-03-07 09:09,2022-03-09,7903,7903 Hoogeveen,2022-03-09 09:03,7903:64b3,,,,,,
2022-03-07 09:09,2022-03-07,7942,7942 Meppel,2022-03-07 12:06,7942:5846,7951 Staphorst,2022-03-07 12:30,7951:0243,,,
2022-03-07 09:09,2022-03-08,7942,7942 Meppel,2022-03-08 09:15,7942:5846,7951 Staphorst,2022-03-08 09:00,7951:0243,,,
2022-03-07 09:09,2022-03-07,7471,7471 Goor,2022-03-07 13:15,7471:149c,,,,,,
2022-03-07 09:09,2022-03-08,7471,7471 Goor,2022-03-08 08:15,7471:149c,,,,,,
2022-03-07 09:09,2022-03-07,5801,,,,,,,,,
2022-03-07 09:09,2022-03-08,5801,5807 Oostrum,2022-03-08 11:30,5807:ff2f,,,,,,
2022-03-07 09:09,2022-03-09,5801,5807 Oostrum,2022-03-09 08:00,5807:ff2f,,,,,,
2022-03-07 09:09,2022-03-07,8442,8447 Heerenveen,2022-03-07 11:16,8447:9987,,,,,,
2022-03-07 09:09,2022-03-08,8442,8447 Heerenveen,2022-03-08 09:03,8447:9987,,,,,,
2022-03-07 09:09,2022-03-07,7137,7141 Groenlo,2022-03-07 16:48,7141:2c44,,,,,,
2022-03-07 09:10,2022-03-08,7137,7141 Groenlo,2022-03-08 13:07,7141:2c44,,,,,,
2022-03-07 09:10,2022-03-09,7137,7141 Groenlo,2022-03-09 08:36,7141:2c44,,,,,,
2022-03-07 09:10,2022-03-07,1811,1812 Alkmaar,2022-03-07 14:45,1812:8408,1704 Heerhugowaard,2022-03-07 14:30,1704:1a10,,,
2022-03-07 09:10,2022-03-08,1811,1812 Alkmaar,2022-03-08 09:15,1812:8408,1704 Heerhugowaard,2022-03-08 09:00,1704:1a10,,,
2022-03-07 09:10,2022-03-07,3901,3902 Veenendaal,2022-03-07 12:00,3902:c6d1,,,,,,
2022-03-07 09:10,2022-03-08,3901,3902 Veenendaal,2022-03-08 09:30,3902:c6d1,,,,,,
2022-03-07 09:10,2022-03-07,2406,2402 Alphen a/d Rijn,2022-03-07 14:39,2402:584b,,,,,,
2022-03-07 09:10,2022-03-08,2406,2402 Alphen a/d Rijn,2022-03-08 08:03,2402:584b,,,,,,
2022-03-07 09:10,2022-03-07,4701,,,,,,,,,
2022-03-07 09:10,2022-03-08,4701,4704 Roosendaal,2022-03-08 11:45,4704:d9b5,,,,,,
2022-03-07 09:10,2022-03-09,4701,4704 Roosendaal,2022-03-09 09:00,4704:d9b5,,,,,,
2022-03-07 09:10,2022-03-07,6101,,,,,,,,,
2022-03-07 09:10,2022-03-08,6101,6101 Echt,2022-03-08 12:30,6101:feea,,,,,,
2022-03-07 09:10,2022-03-09,6101,6101 Echt,2022-03-09 08:00,6101:feea,,,,,,
2022-03-07 09:10,2022-03-07,4325,4325 Renesse,2022-03-07 11:09,4325:8db3,,,,,,
2022-03-07 09:11,2022-03-08,4325,4325 Renesse,2022-03-08 08:26,4325:8db3,,,,,,
# scan_time,req_date,req_pc4,opt0_short_addr,opt0_time,opt0_loc_id,opt1_short_addr,opt1_time,opt1_loc_id,opt2_short_addr,opt2_time,opt2_loc_id
2022-03-08 09:39,2022-03-08,3511,3552 Utrecht,2022-03-08 20:15,3552:3c0f,3527 Utrecht,2022-03-08 12:15,3527:d3f3,3526 Utrecht,2022-03-08 19:00,3526:d463
2022-03-08 09:39,2022-03-09,3511,3552 Utrecht,2022-03-09 15:00,3552:3c0f,3527 Utrecht,2022-03-09 09:30,3527:d3f3,3526 Utrecht,2022-03-09 17:45,3526:d463
2022-03-08 09:39,2022-03-08,5611,,,,,,,,,
2022-03-08 09:39,2022-03-09,5611,5644 Eindhoven,2022-03-09 11:30,5644:7872,,,,,,
2022-03-08 09:40,2022-03-10,5611,5644 Eindhoven,2022-03-10 08:45,5644:7872,,,,,,
2022-03-08 09:40,2022-03-08,5038,,,,,,,,,
2022-03-08 09:40,2022-03-09,5038,5048 Tilburg,2022-03-09 12:41,5048:eb06,,,,,,
2022-03-08 09:40,2022-03-10,5038,5048 Tilburg,2022-03-10 08:42,5048:eb06,,,,,,
2022-03-08 09:40,2022-03-08,9726,9723 Groningen,2022-03-08 15:38,9723:e146,9747 Groningen,2022-03-08 15:45,9747:1c04,,,
2022-03-08 09:40,2022-03-09,9726,9723 Groningen,2022-03-09 09:18,9723:e146,9743 Groningen,2022-03-09 09:15,9743:6abf,9747 Groningen,2022-03-09 09:00,9747:1c04
2022-03-08 09:40,2022-03-08,8011,,,,,,,,,
2022-03-08 09:40,2022-03-09,8011,8013 Zwolle,2022-03-09 10:00,8013:1e91,,,,,,
2022-03-08 09:40,2022-03-10,8011,8013 Zwolle,2022-03-10 09:15,8013:1e91,,,,,,
2022-03-08 09:40,2022-03-08,1011,1078 Amsterdam,2022-03-08 13:00,1078:d1fd,1025 Amsterdam,2022-03-08 13:00,1025:4076,1043 Amsterdam,2022-03-08 11:40,1043:90eb
2022-03-08 09:40,2022-03-09,1011,1091 Amsterdam,2022-03-09 10:10,1091:8897,1078 Amsterdam,2022-03-09 09:00,1078:d1fd,1025 Amsterdam,2022-03-09 08:10,1025:4076
2022-03-08 09:40,2022-03-08,3013,3026 Rotterdam,2022-03-08 11:48,3026:0941,3045 Rotterdam,2022-03-08 13:00,3045:5690,3085 Rotterdam,2022-03-08 14:21,3085:3cda
2022-03-08 09:40,2022-03-09,3013,3032 Rotterdam,2022-03-09 12:51,3032:8483,3026 Rotterdam,2022-03-09 10:09,3026:0941,3072 Rotterdam,2022-03-09 10:30,3072:0ab5
2022-03-08 09:40,2022-03-10,3013,3032 Rotterdam,2022-03-10 09:57,3032:8483,3026 Rotterdam,2022-03-10 09:54,3026:0941,3072 Rotterdam,2022-03-10 10:00,3072:0ab5
2022-03-08 09:40,2022-03-11,3013,3032 Rotterdam,2022-03-11 09:36,3032:8483,3026 Rotterdam,2022-03-11 09:45,3026:0941,3072 Rotterdam,2022-03-11 09:48,3072:0ab5
2022-03-08 09:41,2022-03-08,2515,2512 Den Haag,2022-03-08 14:39,2512:c854,2597 Den Haag,2022-03-08 16:15,2597:377e,2287 Rijswijk,2022-03-08 12:57,2287:731f
2022-03-08 09:41,2022-03-09,2515,2516 Den Haag,2022-03-09 08:48,2516:a7ff,2512 Den Haag,2022-03-09 08:33,2512:c854,2597 Den Haag,2022-03-09 11:57,2597:377e
2022-03-08 09:41,2022-03-08,7311,7324 Apeldoorn,2022-03-08 16:39,7324:5c1f,,,,,,
2022-03-08 09:41,2022-03-09,7311,7324 Apeldoorn,2022-03-09 10:03,7324:5c1f,,,,,,
2022-03-08 09:41,2022-03-10,7311,7324 Apeldoorn,2022-03-10 09:18,7324:5c1f,,,,,,
2022-03-08 09:41,2022-03-08,6229,6229 Maastricht,2022-03-08 17:15,6229:121a,,,,,,
2022-03-08 09:41,2022-03-09,6229,6229 Maastricht,2022-03-09 09:45,6229:121a,,,,,,
2022-03-08 09:41,2022-03-10,6229,6229 Maastricht,2022-03-10 08:30,6229:121a,,,,,,
2022-03-08 09:41,2022-03-08,7556,7556 Hengelo,2022-03-08 13:30,7556:3644,7514 Enschede,2022-03-08 14:00,7514:8035,,,
2022-03-08 09:41,2022-03-09,7556,7556 Hengelo,2022-03-09 08:42,7556:3644,7514 Enschede,2022-03-09 08:30,7514:8035,,,
2022-03-08 09:41,2022-03-08,6541,6662 Elst,2022-03-08 16:18,6662:96b8,,,,,,
2022-03-08 09:41,2022-03-09,6541,6541 Nijmegen,2022-03-09 09:33,6541:fa99,6662 Elst,2022-03-09 09:18,6662:96b8,6603 Wijchen,2022-03-09 08:24,6603:3380
2022-03-08 09:41,2022-03-10,6541,6541 Nijmegen,2022-03-10 08:03,6541:fa99,6662 Elst,2022-03-10 09:00,6662:96b8,6603 Wijchen,2022-03-10 08:03,6603:3380
2022-03-08 09:41,2022-03-08,8911,8924 Leeuwarden,2022-03-08 13:24,8924:58b0,,,,,,
2022-03-08 09:41,2022-03-09,8911,8924 Leeuwarden,2022-03-09 08:51,8924:58b0,,,,,,
2022-03-08 09:42,2022-03-08,8232,8242 Lelystad,2022-03-08 13:57,8242:849d,,,,,,
2022-03-08 09:42,2022-03-09,8232,8242 Lelystad,2022-03-09 09:42,8242:849d,,,,,,
2022-03-08 09:42,2022-03-10,8232,8242 Lelystad,2022-03-10 09:33,8242:849d,,,,,,
2022-03-08 09:42,2022-03-11,8232,8242 Lelystad,2022-03-11 09:30,8242:849d,,,,,,
2022-03-08 09:42,2022-03-08,4462,4462 Goes,2022-03-08 11:39,4462:60da,4462 Goes,2022-03-08 15:06,4462:6e15,,,
2022-03-08 09:42,2022-03-09,4462,4462 Goes,2022-03-09 08:18,4462:60da,4462 Goes,2022-03-09 08:33,4462:6e15,,,
2022-03-08 09:42,2022-03-08,9501,9502 Stadskanaal,2022-03-08 10:45,9502:747f,,,,,,
2022-03-08 09:42,2022-03-09,9501,9502 Stadskanaal,2022-03-09 09:45,9502:747f,,,,,,
2022-03-08 09:42,2022-03-10,9501,9502 Stadskanaal,2022-03-10 09:30,9502:747f,,,,,,
2022-03-08 09:42,2022-03-08,1625,1627 Hoorn,2022-03-08 15:45,1627:b1ca,,,,,,
2022-03-08 09:42,2022-03-09,1625,1627 Hoorn,2022-03-09 09:15,1627:b1ca,,,,,,
2022-03-08 09:42,2022-03-08,9291,9291 Kollum,2022-03-08 12:04,9291:7875,,,,,,
2022-03-08 09:42,2022-03-09,9291,9291 Kollum,2022-03-09 08:51,9291:7875,,,,,,
2022-03-08 09:42,2022-03-08,5401,,,,,,,,,
2022-03-08 09:42,2022-03-09,5401,5406 Uden,2022-03-09 12:44,5406:fec5,,,,,,
2022-03-08 09:43,2022-03-10,5401,5406 Uden,2022-03-10 09:00,5406:fec5,,,,,,
2022-03-08 09:43,2022-03-08,7903,7903 Hoogeveen,2022-03-08 13:54,7903:64b3,,,,,,
2022-03-08 09:43,2022-03-09,7903,7903 Hoogeveen,2022-03-09 09:39,7903:64b3,,,,,,
2022-03-08 09:43,2022-03-10,7903,7903 Hoogeveen,2022-03-10 09:24,7903:64b3,,,,,,
2022-03-08 09:43,2022-03-08,7942,7942 Meppel,2022-03-08 11:03,7942:5846,7951 Staphorst,2022-03-08 14:00,7951:0243,,,
2022-03-08 09:43,2022-03-09,7942,7942 Meppel,2022-03-09 09:36,7942:5846,7951 Staphorst,2022-03-09 09:00,7951:0243,,,
2022-03-08 09:43,2022-03-10,7942,7942 Meppel,2022-03-10 09:00,7942:5846,7951 Staphorst,2022-03-10 09:00,7951:0243,,,
2022-03-08 09:43,2022-03-08,7471,7471 Goor,2022-03-08 14:00,7471:149c,,,,,,
2022-03-08 09:43,2022-03-09,7471,7471 Goor,2022-03-09 08:15,7471:149c,,,,,,
2022-03-08 09:43,2022-03-08,5801,,,,,,,,,
2022-03-08 09:43,2022-03-09,5801,5807 Oostrum,2022-03-09 09:45,5807:ff2f,,,,,,
2022-03-08 09:43,2022-03-10,5801,5807 Oostrum,2022-03-10 08:00,5807:ff2f,,,,,,
2022-03-08 09:43,2022-03-08,8442,8447 Heerenveen,2022-03-08 13:28,8447:9987,,,,,,
2022-03-08 09:43,2022-03-09,8442,8447 Heerenveen,2022-03-09 09:00,8447:9987,,,,,,
2022-03-08 09:43,2022-03-08,7137,7141 Groenlo,2022-03-08 21:17,7141:2c44,,,,,,
2022-03-08 09:44,2022-03-09,7137,7141 Groenlo,2022-03-09 08:54,7141:2c44,,,,,,
2022-03-08 09:44,2022-03-08,1811,1812 Alkmaar,2022-03-08 19:30,1812:8408,,,,,,
2022-03-08 09:44,2022-03-09,1811,1812 Alkmaar,2022-03-09 10:00,1812:8408,1704 Heerhugowaard,2022-03-09 09:15,1704:1a10,,,
2022-03-08 09:44,2022-03-10,1811,1812 Alkmaar,2022-03-10 09:00,1812:8408,1704 Heerhugowaard,2022-03-10 09:00,1704:1a10,,,
2022-03-08 09:44,2022-03-08,3901,3902 Veenendaal,2022-03-08 11:45,3902:c6d1,,,,,,
2022-03-08 09:44,2022-03-09,3901,3902 Veenendaal,2022-03-09 09:15,3902:c6d1,,,,,,
2022-03-08 09:44,2022-03-08,2406,2402 Alphen a/d Rijn,2022-03-08 13:12,2402:584b,,,,,,
2022-03-08 09:44,2022-03-09,2406,2402 Alphen a/d Rijn,2022-03-09 08:03,2402:584b,,,,,,
2022-03-08 09:44,2022-03-08,4701,,,,,,,,,
2022-03-08 09:44,2022-03-09,4701,4704 Roosendaal,2022-03-09 11:15,4704:d9b5,,,,,,
2022-03-08 09:44,2022-03-10,4701,4704 Roosendaal,2022-03-10 09:15,4704:d9b5,,,,,,
2022-03-08 09:44,2022-03-08,6101,,,,,,,,,
2022-03-08 09:44,2022-03-09,6101,6101 Echt,2022-03-09 10:45,6101:feea,,,,,,
2022-03-08 09:44,2022-03-10,6101,6101 Echt,2022-03-10 08:15,6101:feea,,,,,,
2022-03-08 09:44,2022-03-08,4325,4325 Renesse,2022-03-08 10:51,4325:8db3,,,,,,
2022-03-08 09:45,2022-03-09,4325,4325 Renesse,2022-03-09 08:38,4325:8db3,,,,,,
# scan_time,req_date,req_pc4,opt0_short_addr,opt0_time,opt0_loc_id,opt1_short_addr,opt1_time,opt1_loc_id,opt2_short_addr,opt2_time,opt2_loc_id
2022-03-09 10:56,2022-03-09,3511,3552 Utrecht,2022-03-09 19:15,3552:3c0f,3527 Utrecht,2022-03-09 14:00,3527:d3f3,3526 Utrecht,2022-03-09 19:15,3526:d463
2022-03-09 10:56,2022-03-10,3511,3552 Utrecht,2022-03-10 15:00,3552:3c0f,3527 Utrecht,2022-03-10 09:15,3527:d3f3,3526 Utrecht,2022-03-10 17:45,3526:d463
2022-03-09 10:56,2022-03-09,5611,,,,,,,,,
2022-03-09 10:56,2022-03-10,5611,5644 Eindhoven,2022-03-10 10:15,5644:7872,,,,,,
2022-03-09 10:56,2022-03-11,5611,5644 Eindhoven,2022-03-11 08:45,5644:7872,,,,,,
2022-03-09 10:56,2022-03-09,5038,,,,,,,,,
2022-03-09 10:56,2022-03-10,5038,5048 Tilburg,2022-03-10 08:36,5048:eb06,,,,,,
2022-03-09 10:56,2022-03-09,9726,,,,,,,,,
2022-03-09 10:56,2022-03-10,9726,9723 Groningen,2022-03-10 09:51,9723:e146,9743 Groningen,2022-03-10 10:00,9743:6abf,9747 Groningen,2022-03-10 09:30,9747:1c04
2022-03-09 10:56,2022-03-09,8011,,,,,,,,,
2022-03-09 10:56,2022-03-10,8011,8013 Zwolle,2022-03-10 12:00,8013:1e91,,,,,,
2022-03-09 10:56,2022-03-11,8011,8013 Zwolle,2022-03-11 09:15,8013:1e91,,,,,,
2022-03-09 10:57,2022-03-09,1011,1078 Amsterdam,2022-03-09 14:30,1078:d1fd,1025 Amsterdam,2022-03-09 13:30,1025:4076,1043 Amsterdam,2022-03-09 13:10,1043:90eb
2022-03-09 10:57,2022-03-10,1011,1091 Amsterdam,2022-03-10 10:30,1091:8897,1078 Amsterdam,2022-03-10 09:10,1078:d1fd,1025 Amsterdam,2022-03-10 08:20,1025:4076
2022-03-09 10:57,2022-03-09,3013,3045 Rotterdam,2022-03-09 13:48,3045:5690,3085 Rotterdam,2022-03-09 14:57,3085:3cda,3076 Rotterdam,2022-03-09 14:51,3076:4c65
2022-03-09 10:57,2022-03-10,3013,3032 Rotterdam,2022-03-10 13:51,3032:8483,3026 Rotterdam,2022-03-10 10:39,3026:0941,3072 Rotterdam,2022-03-10 10:54,3072:0ab5
2022-03-09 10:57,2022-03-11,3013,3032 Rotterdam,2022-03-11 10:06,3032:8483,3026 Rotterdam,2022-03-11 09:51,3026:0941,3072 Rotterdam,2022-03-11 10:03,3072:0ab5
2022-03-09 10:57,2022-03-12,3013,3032 Rotterdam,2022-03-12 09:27,3032:8483,3026 Rotterdam,2022-03-12 09:51,3026:0941,3045 Rotterdam,2022-03-12 08:48,3045:5690
2022-03-09 10:57,2022-03-09,2515,2287 Rijswijk,2022-03-09 14:00,2287:731f,2612 Delft,2022-03-09 15:53,2612:70c8,,,
2022-03-09 10:57,2022-03-10,2515,2516 Den Haag,2022-03-10 08:39,2516:a7ff,2512 Den Haag,2022-03-10 08:33,2512:c854,2597 Den Haag,2022-03-10 12:12,2597:377e
2022-03-09 10:57,2022-03-09,7311,7324 Apeldoorn,2022-03-09 18:59,7324:5c1f,,,,,,
2022-03-09 10:57,2022-03-10,7311,7324 Apeldoorn,2022-03-10 10:55,7324:5c1f,,,,,,
2022-03-09 10:57,2022-03-11,7311,7324 Apeldoorn,2022-03-11 10:40,7324:5c1f,,,,,,
2022-03-09 10:57,2022-03-12,7311,7324 Apeldoorn,2022-03-12 09:39,7324:5c1f,,,,,,
2022-03-09 10:57,2022-03-09,6229,6229 Maastricht,2022-03-09 15:30,6229:121a,,,,,,
2022-03-09 10:57,2022-03-10,6229,6229 Maastricht,2022-03-10 09:45,6229:121a,,,,,,
2022-03-09 10:57,2022-03-11,6229,6229 Maastricht,2022-03-11 08:30,6229:121a,,,,,,
2022-03-09 10:58,2022-03-09,7556,7514 Enschede,2022-03-09 14:45,7514:8035,,,,,,
2022-03-09 10:58,2022-03-10,7556,7556 Hengelo,2022-03-10 08:57,7556:3644,7514 Enschede,2022-03-10 08:30,7514:8035,,,
2022-03-09 10:58,2022-03-09,6541,6541 Nijmegen,2022-03-09 17:27,6541:fa99,6532 Nijmegen,2022-03-09 14:51,6532:b564,6662 Elst,2022-03-09 15:15,6662:96b8
2022-03-09 10:58,2022-03-10,6541,6541 Nijmegen,2022-03-10 08:27,6541:fa99,6532 Nijmegen,2022-03-10 09:24,6532:b564,6662 Elst,2022-03-10 09:24,6662:96b8
2022-03-09 10:58,2022-03-09,8911,8924 Leeuwarden,2022-03-09 13:33,8924:58b0,,,,,,
2022-03-09 10:58,2022-03-10,8911,8924 Leeuwarden,2022-03-10 09:00,8924:58b0,,,,,,
2022-03-09 10:58,2022-03-09,8232,8242 Lelystad,2022-03-09 15:03,8242:849d,,,,,,
2022-03-09 10:58,2022-03-10,8232,8242 Lelystad,2022-03-10 09:36,8242:849d,,,,,,
2022-03-09 10:58,2022-03-11,8232,8242 Lelystad,2022-03-11 09:33,8242:849d,,,,,,
2022-03-09 10:58,2022-03-12,8232,8242 Lelystad,2022-03-12 09:30,8242:849d,,,,,,
2022-03-09 10:58,2022-03-09,4462,4462 Goes,2022-03-09 12:06,4462:6e15,4462 Goes,2022-03-09 13:18,4462:60da,,,
2022-03-09 10:58,2022-03-10,4462,4462 Goes,2022-03-10 08:27,4462:6e15,4462 Goes,2022-03-10 08:18,4462:60da,,,
2022-03-09 10:58,2022-03-09,9501,9502 Stadskanaal,2022-03-09 13:15,9502:747f,,,,,,
2022-03-09 10:58,2022-03-10,9501,9502 Stadskanaal,2022-03-10 09:45,9502:747f,,,,,,
2022-03-09 10:58,2022-03-11,9501,9502 Stadskanaal,2022-03-11 09:30,9502:747f,,,,,,
2022-03-09 10:59,2022-03-09,1625,,,,,,,,,
2022-03-09 10:59,2022-03-10,1625,1627 Hoorn,2022-03-10 10:00,1627:b1ca,,,,,,
2022-03-09 10:59,2022-03-11,1625,1627 Hoorn,2022-03-11 09:15,1627:b1ca,,,,,,
2022-03-09 10:59,2022-03-09,9291,9291 Kollum,2022-03-09 13:19,9291:7875,,,,,,
2022-03-09 10:59,2022-03-10,9291,9291 Kollum,2022-03-10 08:45,9291:7875,,,,,,
2022-03-09 10:59,2022-03-09,5401,,,,,,,,,
2022-03-09 10:59,2022-03-10,5401,5406 Uden,2022-03-10 08:36,5406:fec5,,,,,,
2022-03-09 10:59,2022-03-09,7903,7903 Hoogeveen,2022-03-09 14:12,7903:64b3,,,,,,
2022-03-09 10:59,2022-03-10,7903,7903 Hoogeveen,2022-03-10 09:54,7903:64b3,,,,,,
2022-03-09 10:59,2022-03-11,7903,7903 Hoogeveen,2022-03-11 09:33,7903:64b3,,,,,,
2022-03-09 10:59,2022-03-12,7903,7903 Hoogeveen,2022-03-12 09:03,7903:64b3,,,,,,
2022-03-09 10:59,2022-03-09,7942,7942 Meppel,2022-03-09 14:06,7942:5846,7951 Staphorst,2022-03-09 15:15,7951:0243,,,
2022-03-09 10:59,2022-03-10,7942,7942 Meppel,2022-03-10 09:18,7942:5846,7951 Staphorst,2022-03-10 09:15,7951:0243,,,
2022-03-09 10:59,2022-03-09,7471,7471 Goor,2022-03-09 14:45,7471:149c,,,,,,
2022-03-09 10:59,2022-03-10,7471,7471 Goor,2022-03-10 09:00,7471:149c,,,,,,
2022-03-09 11:00,2022-03-09,5801,5807 Oostrum,2022-03-09 12:15,5807:ff2f,,,,,,
2022-03-09 11:00,2022-03-10,5801,5807 Oostrum,2022-03-10 08:15,5807:ff2f,,,,,,
2022-03-09 11:00,2022-03-09,8442,8447 Heerenveen,2022-03-09 13:53,8447:9987,,,,,,
