scan_time,req_date,req_pc4,opt0_short_addr,opt0_time,opt0_loc_id,opt1_short_addr,opt1_time,opt1_loc_id,opt2_short_addr,opt2_time,opt2_loc_id
2022-03-14 09:45,2022-03-14,1811,1812 Alkmaar,2022-03-14 16:45,1812:8408,1704 Heerhugowaard,2022-03-14 15:15,1704:1a10,,,
2022-03-14 09:45,2022-03-15,1811,1812 Alkmaar,2022-03-15 09:00,1812:8408,1704 Heerhugowaard,2022-03-15 09:00,1704:1a10,,,
2022-03-14 09:45,2022-03-14,3901,3902 Veenendaal,2022-03-14 12:45,3902:c6d1,,,,,,
2022-03-14 09:45,2022-03-15,3901,3902 Veenendaal,2022-03-15 09:00,3902:c6d1,,,,,,
2022-03-14 09:46,2022-03-14,2406,2402 Alphen a/d Rijn,2022-03-14 11:51,2402:584b,,,,,,
2022-03-14 09:46,2022-03-15,2406,2402 Alphen a/d Rijn,2022-03-15 08:09,2402:584b,,,,,,
2022-03-14 09:46,2022-03-14,4701,4704 Roosendaal,2022-03-14 11:45,4704:d9b5,,,,,,
2022-03-14 09:46,2022-03-15,4701,4704 Roosendaal,2022-03-15 09:00,4704:d9b5,,,,,,
2022-03-14 09:46,2022-03-14,6101,6101 Echt,2022-03-14 11:30,6101:feea,,,,,,
2022-03-14 09:46,2022-03-15,6101,6101 Echt,2022-03-15 08:00,6101:feea,,,,,,
2022-03-14 09:46,2022-03-14,4325,4325 Renesse,2022-03-14 11:29,4325:8db3,,,,,,
2022-03-14 09:46,2022-03-15,4325,4325 Renesse,2022-03-15 08:23,4325:8db3,,,,,,
# scan_time,req_date,req_pc4,opt0_short_addr,opt0_time,opt0_loc_id,opt1_short_addr,opt1_time,opt1_loc_id,opt2_short_addr,opt2_time,opt2_loc_id
2022-03-15 09:55,2022-03-15,3511,3552 Utrecht,2022-03-15 17:30,3552:3c0f,3527 Utrecht,2022-03-15 13:30,3527:d3f3,3526 Utrecht,2022-03-15 18:15,3526:d463
2022-03-15 09:55,2022-03-16,3511,3552 Utrecht,2022-03-16 14:45,3552:3c0f,3527 Utrecht,2022-03-16 09:30,3527:d3f3,3526 Utrecht,2022-03-16 17:45,3526:d463
2022-03-15 09:55,2022-03-15,5611,5644 Eindhoven,2022-03-15 12:15,5644:7872,,,,,,
2022-03-15 09:55,2022-03-16,5611,5644 Eindhoven,2022-03-16 08:45,5644:7872,,,,,,
2022-03-15 09:55,2022-03-15,5038,5048 Tilburg,2022-03-15 12:48,5048:eb06,,,,,,
2022-03-15 09:55,2022-03-16,5038,5048 Tilburg,2022-03-16 08:45,5048:eb06,,,,,,
2022-03-15 09:55,2022-03-15,9726,9723 Groningen,2022-03-15 15:25,9723:e146,9743 Groningen,2022-03-15 15:30,9743:6abf,9747 Groningen,2022-03-15 14:15,9747:1c04
2022-03-15 09:55,2022-03-16,9726,9723 Groningen,2022-03-16 09:12,9723:e146,9743 Groningen,2022-03-16 09:00,9743:6abf,9747 Groningen,2022-03-16 09:00,9747:1c04
2022-03-15 09:55,2022-03-15,8011,8013 Zwolle,2022-03-15 13:00,8013:1e91,,,,,,
2022-03-15 09:55,2022-03-16,8011,8013 Zwolle,2022-03-16 09:45,8013:1e91,,,,,,
2022-03-15 09:55,2022-03-17,8011,8013 Zwolle,2022-03-17 09:00,8013:1e91,,,,,,
2022-03-15 09:55,2022-03-15,1011,1078 Amsterdam,2022-03-15 13:20,1078:d1fd,1025 Amsterdam,2022-03-15 11:50,1025:4076,1043 Amsterdam,2022-03-15 11:00,1043:59a7
2022-03-15 09:56,2022-03-16,1011,1078 Amsterdam,2022-03-16 09:00,1078:d1fd,1025 Amsterdam,2022-03-16 08:10,1025:4076,1043 Amsterdam,2022-03-16 07:50,1043:59a7
2022-03-15 09:56,2022-03-15,3013,,,,,,,,,
2022-03-15 09:56,2022-03-16,3013,3032 Rotterdam,2022-03-16 11:45,3032:8483,3026 Rotterdam,2022-03-16 10:09,3026:0941,3072 Rotterdam,2022-03-16 10:33,3072:0ab5
2022-03-15 09:56,2022-03-17,3013,3032 Rotterdam,2022-03-17 09:24,3032:8483,3026 Rotterdam,2022-03-17 09:33,3026:0941,3072 Rotterdam,2022-03-17 09:39,3072:0ab5
2022-03-15 09:56,2022-03-15,2515,2516 Den Haag,2022-03-15 13:55,2516:a7ff,2512 Den Haag,2022-03-15 11:34,2512:c854,2597 Den Haag,2022-03-15 15:18,2597:377e
2022-03-15 09:56,2022-03-16,2515,2597 Den Haag,2022-03-16 11:57,2597:377e,2287 Rijswijk,2022-03-16 11:39,2287:731f,2612 Delft,2022-03-16 09:21,2612:70c8
2022-03-15 09:56,2022-03-17,2515,2597 Den Haag,2022-03-17 10:40,2597:377e,2287 Rijswijk,2022-03-17 10:25,2287:731f,2612 Delft,2022-03-17 08:51,2612:70c8
2022-03-15 09:56,2022-03-18,2515,2597 Den Haag,2022-03-18 10:28,2597:377e,2287 Rijswijk,2022-03-18 10:19,2287:731f,2612 Delft,2022-03-18 08:36,2612:70c8
2022-03-15 09:56,2022-03-15,7311,7324 Apeldoorn,2022-03-15 15:26,7324:5c1f,,,,,,
2022-03-15 09:56,2022-03-16,7311,7324 Apeldoorn,2022-03-16 08:30,7324:5c1f,,,,,,
2022-03-15 09:56,2022-03-15,6229,6229 Maastricht,2022-03-15 11:00,6229:121a,,,,,,
2022-03-15 09:56,2022-03-16,6229,6229 Maastricht,2022-03-16 08:30,6229:121a,,,,,,
2022-03-15 09:56,2022-03-15,7556,7514 Enschede,2022-03-15 13:00,7514:8035,,,,,,
2022-03-15 09:56,2022-03-16,7556,7556 Hengelo,2022-03-16 08:45,7556:3644,7514 Enschede,2022-03-16 08:15,7514:8035,,,
2022-03-15 09:56,2022-03-15,6541,6541 Nijmegen,2022-03-15 13:48,6541:fa99,6532 Nijmegen,2022-03-15 14:51,6532:b564,6662 Elst,2022-03-15 13:21,6662:96b8
2022-03-15 09:57,2022-03-16,6541,6541 Nijmegen,2022-03-16 08:15,6541:fa99,6532 Nijmegen,2022-03-16 09:45,6532:b564,6662 Elst,2022-03-16 09:12,6662:96b8
2022-03-15 09:57,2022-03-15,8911,8924 Leeuwarden,2022-03-15 11:18,8924:58b0,,,,,,
2022-03-15 09:57,2022-03-16,8911,8924 Leeuwarden,2022-03-16 08:51,8924:58b0,,,,,,
2022-03-15 09:57,2022-03-15,8232,8242 Lelystad,2022-03-15 13:45,8242:849d,,,,,,
2022-03-15 09:57,2022-03-16,8232,8242 Lelystad,2022-03-16 09:39,8242:849d,,,,,,
2022-03-15 09:57,2022-03-17,8232,8242 Lelystad,2022-03-17 09:30,8242:849d,,,,,,
2022-03-15 09:57,2022-03-15,4462,4462 Goes,2022-03-15 11:57,4462:6e15,4462 Goes,2022-03-15 12:06,4462:60da,,,
2022-03-15 09:57,2022-03-16,4462,4462 Goes,2022-03-16 08:33,4462:6e15,4462 Goes,2022-03-16 08:18,4462:60da,,,
2022-03-15 09:57,2022-03-15,9501,9502 Stadskanaal,2022-03-15 13:45,9502:747f,,,,,,
2022-03-15 09:57,2022-03-16,9501,9502 Stadskanaal,2022-03-16 09:45,9502:747f,,,,,,
2022-03-15 09:57,2022-03-17,9501,9502 Stadskanaal,2022-03-17 09:30,9502:747f,,,,,,
2022-03-15 09:57,2022-03-15,1625,1627 Hoorn,2022-03-15 15:45,1627:b1ca,,,,,,
2022-03-15 09:57,2022-03-16,1625,1627 Hoorn,2022-03-16 09:15,1627:b1ca,,,,,,
2022-03-15 09:57,2022-03-15,9291,9291 Kollum,2022-03-15 13:04,9291:7875,,,,,,
2022-03-15 09:57,2022-03-16,9291,9291 Kollum,2022-03-16 08:51,9291:7875,,,,,,
2022-03-15 09:58,2022-03-15,5401,5406 Uden,2022-03-15 13:44,5406:fec5,,,,,,
2022-03-15 09:58,2022-03-16,5401,5406 Uden,2022-03-16 08:36,5406:fec5,,,,,,
2022-03-15 09:58,2022-03-15,7903,7903 Hoogeveen,2022-03-15 13:45,7903:64b3,,,,,,
2022-03-15 09:58,2022-03-16,7903,7903 Hoogeveen,2022-03-16 09:33,7903:64b3,,,,,,
2022-03-15 09:58,2022-03-17,7903,7903 Hoogeveen,2022-03-17 09:09,7903:64b3,,,,,,
2022-03-15 09:58,2022-03-15,7942,7942 Meppel,2022-03-15 13:45,7942:5846,7951 Staphorst,2022-03-15 12:45,7951:0243,,,
2022-03-15 09:58,2022-03-16,7942,7942 Meppel,2022-03-16 09:27,7942:5846,7951 Staphorst,2022-03-16 09:00,7951:0243,,,
2022-03-15 09:58,2022-03-15,7471,7471 Goor,2022-03-15 13:00,7471:149c,,,,,,
2022-03-15 09:58,2022-03-16,7471,7471 Goor,2022-03-16 08:15,7471:149c,,,,,,
2022-03-15 09:58,2022-03-15,5801,5807 Oostrum,2022-03-15 11:15,5807:ff2f,,,,,,
2022-03-15 09:58,2022-03-16,5801,5807 Oostrum,2022-03-16 08:00,5807:ff2f,,,,,,
2022-03-15 09:58,2022-03-15,8442,8447 Heerenveen,2022-03-15 11:16,8447:9987,,,,,,
2022-03-15 09:58,2022-03-16,8442,8447 Heerenveen,2022-03-16 09:00,8447:9987,,,,,,
2022-03-15 09:58,2022-03-15,7137,7141 Groenlo,2022-03-15 17:15,7141:2c44,,,,,,
2022-03-15 09:58,2022-03-16,7137,7141 Groenlo,2022-03-16 08:42,7141:2c44,,,,,,
2022-03-15 09:59,2022-03-15,1811,1812 Alkmaar,2022-03-15 13:15,1812:8408,1704 Heerhugowaard,2022-03-15 15:30,1704:1a10,,,
2022-03-15 09:59,2022-03-16,1811,1812 Alkmaar,2022-03-16 09:30,1812:8408,1704 Heerhugowaard,2022-03-16 09:00,1704:1a10,,,
2022-03-15 09:59,2022-03-15,3901,3902 Veenendaal,2022-03-15 14:00,3902:c6d1,,,,,,
2022-03-15 09:59,2022-03-16,3901,3902 Veenendaal,2022-03-16 09:00,3902:c6d1,,,,,,
2022-03-15 09:59,2022-03-15,2406,2402 Alphen a/d Rijn,2022-03-15 11:39,2402:584b,,,,,,
2022-03-15 09:59,2022-03-16,2406,2402 Alphen a/d Rijn,2022-03-16 08:15,2402:584b,,,,,,
2022-03-15 09:59,2022-03-15,4701,4704 Roosendaal,2022-03-15 13:00,4704:d9b5,,,,,,
2022-03-15 09:59,2022-03-16,4701,4704 Roosendaal,2022-03-16 09:30,4704:d9b5,,,,,,
2022-03-15 09:59,2022-03-15,6101,6101 Echt,2022-03-15 11:00,6101:feea,,,,,,
2022-03-15 09:59,2022-03-16,6101,6101 Echt,2022-03-16 08:00,6101:feea,,,,,,
2022-03-15 09:59,2022-03-15,4325,4325 Renesse,2022-03-15 11:00,4325:8db3,,,,,,
2022-03-15 09:59,2022-03-16,4325,4325 Renesse,2022-03-16 08:20,4325:8db3,,,,,,
