scan_time,req_date,req_pc4,opt0_short_addr,opt0_time,opt0_loc_id,opt1_short_addr,opt1_time,opt1_loc_id,opt2_short_addr,opt2_time,opt2_loc_id
2022-02-14 09:40,2022-02-15,8442,8447 Heerenveen,2022-02-15 09:12,8447:9987,,,,,,
2022-02-14 09:40,2022-02-15,3511,3552 Utrecht,2022-02-15 15:00,3552:3c0f,3527 Utrecht,2022-02-15 09:15,3527:d3f3,3534 Utrecht,2022-02-15 09:15,3534:472b
2022-02-14 09:40,2022-02-16,3511,3552 Utrecht,2022-02-16 14:45,3552:3c0f,3527 Utrecht,2022-02-16 09:00,3527:d3f3,3534 Utrecht,2022-02-16 09:00,3534:472b
2022-02-14 09:40,2022-02-17,3511,3552 Utrecht,2022-02-17 14:45,3552:3c0f,3527 Utrecht,2022-02-17 09:00,3527:d3f3,3534 Utrecht,2022-02-17 09:00,3534:472b
2022-02-14 09:40,2022-02-14,5611,5644 Eindhoven,2022-02-14 12:15,5644:7872,,,,,,
2022-02-14 09:40,2022-02-15,5611,5644 Eindhoven,2022-02-15 08:45,5644:7872,,,,,,
2022-02-14 09:40,2022-02-16,5611,5644 Eindhoven,2022-02-16 08:30,5644:7872,,,,,,
2022-02-14 09:40,2022-02-17,5611,5644 Eindhoven,2022-02-17 08:30,5644:7872,,,,,,
2022-02-14 09:40,2022-02-14,5038,5048 Tilburg,2022-02-14 13:23,5048:eb06,,,,,,
2022-02-14 09:40,2022-02-15,5038,5048 Tilburg,2022-02-15 08:51,5048:eb06,,,,,,
2022-02-14 09:41,2022-02-16,5038,5048 Tilburg,2022-02-16 08:36,5048:eb06,,,,,,
2022-02-14 09:41,2022-02-17,5038,5048 Tilburg,2022-02-17 08:57,5048:eb06,,,,,,
2022-02-14 09:41,2022-02-14,9726,9711 Groningen,2022-02-14 15:15,9711:ed2c,9723 Groningen,2022-02-14 13:56,9723:e146,9747 Groningen,2022-02-14 13:15,9747:1c04
2022-02-14 09:41,2022-02-15,9726,9711 Groningen,2022-02-15 09:30,9711:ed2c,9723 Groningen,2022-02-15 09:06,9723:e146,9743 Groningen,2022-02-15 09:30,9743:6abf
2022-02-14 09:41,2022-02-16,9726,9711 Groningen,2022-02-16 09:45,9711:ed2c,9723 Groningen,2022-02-16 08:57,9723:e146,9743 Groningen,2022-02-16 09:00,9743:6abf
2022-02-14 09:41,2022-02-17,9726,9711 Groningen,2022-02-17 09:30,9711:ed2c,9723 Groningen,2022-02-17 09:03,9723:e146,9743 Groningen,2022-02-17 09:00,9743:6abf
2022-02-14 09:41,2022-02-14,8011,8013 Zwolle,2022-02-14 17:30,8013:1e91,,,,,,
2022-02-14 09:41,2022-02-15,8011,8013 Zwolle,2022-02-15 10:15,8013:1e91,,,,,,
2022-02-14 09:41,2022-02-16,8011,8013 Zwolle,2022-02-16 09:45,8013:1e91,,,,,,
2022-02-14 09:41,2022-02-17,8011,8013 Zwolle,2022-02-17 09:30,8013:1e91,,,,,,
2022-02-14 09:41,2022-02-14,6041,,,,,,,,,
2022-02-14 09:41,2022-02-15,6041,,,,,,,,,
2022-02-14 09:41,2022-02-16,6041,,,,,,,,,
2022-02-14 09:41,2022-02-17,6041,,,,,,,,,
2022-02-14 09:41,2022-02-14,1011,1078 Amsterdam,2022-02-14 13:10,1078:d1fd,1025 Amsterdam,2022-02-14 10:50,1025:4076,1034 Amsterdam,2022-02-14 14:20,1034:f67a
2022-02-14 09:42,2022-02-15,1011,1078 Amsterdam,2022-02-15 09:00,1078:d1fd,1025 Amsterdam,2022-02-15 07:50,1025:4076,1034 Amsterdam,2022-02-15 09:20,1034:f67a
2022-02-14 09:42,2022-02-16,1011,1078 Amsterdam,2022-02-16 08:50,1078:d1fd,1025 Amsterdam,2022-02-16 07:50,1025:4076,1034 Amsterdam,2022-02-16 09:10,1034:f67a
2022-02-14 09:42,2022-02-17,1011,1078 Amsterdam,2022-02-17 08:50,1078:d1fd,1025 Amsterdam,2022-02-17 07:50,1025:4076,1034 Amsterdam,2022-02-17 09:20,1034:f67a
2022-02-14 09:42,2022-02-14,3013,3045 Rotterdam,2022-02-14 12:06,3045:5690,3077 Rotterdam,2022-02-14 12:39,3077:df6c,2907 Capelle aan den IJssel,2022-02-14 14:18,2907:b75a
2022-02-14 09:42,2022-02-15,3013,3026 Rotterdam,2022-02-15 10:15,3026:0941,3045 Rotterdam,2022-02-15 08:54,3045:5690,3119 Schiedam,2022-02-15 09:42,3119:16e3
2022-02-14 09:42,2022-02-16,3013,3026 Rotterdam,2022-02-16 09:48,3026:0941,3045 Rotterdam,2022-02-16 08:39,3045:5690,3119 Schiedam,2022-02-16 09:09,3119:16e3
2022-02-14 09:42,2022-02-17,3013,3026 Rotterdam,2022-02-17 09:48,3026:0941,3045 Rotterdam,2022-02-17 08:36,3045:5690,3119 Schiedam,2022-02-17 09:00,3119:16e3
2022-02-14 09:42,2022-02-14,2515,2516 Den Haag,2022-02-14 14:42,2516:a7ff,2512 Den Haag,2022-02-14 11:43,2512:c854,2597 Den Haag,2022-02-14 14:36,2597:377e
2022-02-14 09:42,2022-02-15,2515,2287 Rijswijk,2022-02-15 11:15,2287:731f,2632 Nootdorp,2022-02-15 09:06,2632:fe39,2612 Delft,2022-02-15 09:42,2612:70c8
2022-02-14 09:42,2022-02-16,2515,2287 Rijswijk,2022-02-16 11:27,2287:731f,2632 Nootdorp,2022-02-16 09:03,2632:fe39,2612 Delft,2022-02-16 09:15,2612:70c8
2022-02-14 09:42,2022-02-17,2515,2287 Rijswijk,2022-02-17 10:25,2287:731f,2632 Nootdorp,2022-02-17 08:36,2632:fe39,2612 Delft,2022-02-17 08:42,2612:70c8
2022-02-14 09:42,2022-02-14,7311,7324 Apeldoorn,2022-02-14 16:36,7324:5c1f,,,,,,
2022-02-14 09:42,2022-02-15,7311,7324 Apeldoorn,2022-02-15 11:04,7324:5c1f,,,,,,
2022-02-14 09:42,2022-02-16,7311,7324 Apeldoorn,2022-02-16 10:52,7324:5c1f,,,,,,
