scan_time,apt_date,short_addr,num_booked,num_slots,num_booked_2h,num_slots_2h,num_booked_45m,num_slots_45m,num_booked_15m,num_slots_15m,first_tm,last_tm,company,all_slots,is_active,loc_id_hash,api_version,xfields
2022-03-01 07:55,,,,,,,,,,,,,,,,,,
2022-03-01 07:55,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#scan_time,apt_date,short_addr,num_booked,num_slots,num_booked_2h,num_slots_2h,num_booked_45m,num_slots_45m,num_booked_15m,num_slots_15m,first_tm,last_tm,company,all_slots,is_active,loc_id_hash,api_version,xfields
2022-03-04 09:49,,,,,,,,,,,,,,,,,,
2022-03-04 09:49,,,,,,,,,,,,,,,,,,
