scan_time,apt_date,short_addr,num_booked,num_slots,num_booked_2h,num_slots_2h,num_booked_45m,num_slots_45m,first_tm,last_tm,company,is_active,loc_id_hash
2022-02-06 10:54,2022-02-06,4815 Breda,11,504,5,144,0,0,11:00,21:45,Spoedtestcorona,True,3c7ff3b
2022-02-06 10:54,2022-02-06,4104 Culemborg,1,1,0,0,0,0,11:00,20:45,Covid Plus,True,6016600
2022-02-06 10:54,2022-02-06,3817 Amersfoort,23,280,20,80,0,0,11:00,18:00,Lead Healthcare Covid Services,True,0f6de42
2022-02-06 10:54,2022-02-06,6545 Nijmegen,27,336,17,96,0,0,11:00,17:45,Spoedtestcorona,True,313c321
2022-02-06 10:54,2022-02-06,5342 Oss,18,336,11,96,0,0,11:00,20:45,Spoedtestcorona,True,46b000b
2022-02-06 10:54,2022-02-06,7202 Zutphen,13,324,11,72,0,0,11:00,20:45,Covid Plus,True,2ab0cbd
2022-02-06 10:54,2022-02-06,7418 Deventer,32,720,15,160,0,0,11:00,19:45,Covid Plus,True,883ac04
2022-02-06 10:54,2022-02-06,5121 Rijen,10,168,4,48,0,0,11:00,19:45,Spoedtestcorona,True,8fe4ee0
2022-02-06 10:54,2022-02-06,8013 Zwolle,55,900,25,200,0,0,11:00,20:45,Covid Plus,True,cdd0d57
2022-02-06 10:54,2022-02-06,7556 Hengelo,22,840,7,240,0,0,11:00,19:45,COVIDTest Nederland,True,254ae1c
2022-02-06 10:54,2022-02-06,7544 Enschede,0,0,0,0,0,0,11:00,19:45,COVIDTest Nederland,True,ad67fdb
2022-02-06 10:54,2022-02-07,1976 IJmuiden,0,0,0,0,0,0,08:00,19:45,Alegria Health,True,aa1a1b7
2022-02-06 10:54,2022-02-07,1078 Amsterdam,0,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-06 10:55,2022-02-07,2182 Hillegom,2,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-06 10:55,2022-02-07,2211 Noordwijkerhout,9,1600,0,0,0,0,08:00,15:45,Covid Plus,True,70fb9d4
2022-02-06 10:55,2022-02-07,1271 Huizen,1,1200,0,0,0,0,08:00,19:45,Covid Plus,True,eb171dc
2022-02-06 10:55,2022-02-07,2803 Gouda,5,3675,0,0,0,0,07:00,19:00,Covid Consult,True,7a6f38e
2022-02-06 10:55,2022-02-07,3769 Soesterberg,6,2800,0,0,0,0,08:00,21:45,Covid Plus,True,c0b3595
2022-02-06 10:55,2022-02-07,3439 Nieuwegein,5,2800,0,0,0,0,08:00,21:45,Covid Plus,True,8a1a170
2022-02-06 10:55,2022-02-07,3044 Rotterdam,4,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,237fb25
2022-02-06 10:55,2022-02-07,4824 Breda,0,840,0,0,0,0,10:00,20:45,Coronareistesten,True,a86e121
2022-02-06 10:55,2022-02-07,4815 Breda,4,936,0,0,0,0,08:00,21:45,Spoedtestcorona,True,3c7ff3b
2022-02-06 10:55,2022-02-07,4104 Culemborg,1,850,0,0,0,0,08:00,20:45,Covid Plus,True,6016600
2022-02-06 10:55,2022-02-07,3817 Amersfoort,1,380,0,0,0,0,08:30,18:00,Lead Healthcare Covid Services,True,0f6de42
2022-02-06 10:55,2022-02-07,6545 Nijmegen,4,624,0,0,0,0,08:30,17:45,Spoedtestcorona,True,313c321
2022-02-06 10:55,2022-02-07,5342 Oss,0,624,0,0,0,0,08:00,20:45,Spoedtestcorona,True,46b000b
2022-02-06 10:55,2022-02-07,7202 Zutphen,1,432,0,0,0,0,08:00,20:45,Covid Plus,True,2ab0cbd
2022-02-06 10:55,2022-02-07,7418 Deventer,4,960,0,0,0,0,08:00,19:45,Covid Plus,True,883ac04
2022-02-06 10:55,2022-02-07,5121 Rijen,1,312,0,0,0,0,08:00,19:45,Spoedtestcorona,True,8fe4ee0
2022-02-06 10:55,2022-02-07,8013 Zwolle,8,1100,0,0,0,0,08:00,20:45,Covid Plus,True,cdd0d57
2022-02-06 10:55,2022-02-07,7556 Hengelo,4,1560,0,0,0,0,09:00,19:45,COVIDTest Nederland,True,254ae1c
2022-02-06 10:55,2022-02-07,7544 Enschede,30,960,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,ad67fdb
#,,,,,,,,,,,,,
#scan_time,apt_date,short_addr,num_booked,num_slots,num_booked_2h,num_slots_2h,num_booked_45m,num_slots_45m,first_tm,last_tm,company,is_active,loc_id_hash
2022-02-06 13:32,2022-02-06,1976 IJmuiden,14,125,7,40,6,15,13:45,19:45,Alegria Health,True,aa1a1b7
2022-02-06 13:32,2022-02-06,1078 Amsterdam,18,170,8,80,4,30,13:45,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-06 13:33,2022-02-06,2182 Hillegom,12,170,10,80,8,30,13:45,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-06 13:33,2022-02-06,2211 Noordwijkerhout,23,50,20,50,11,50,13:45,16:30,Covid Plus,True,70fb9d4
2022-02-06 13:33,2022-02-06,1271 Huizen,1,625,0,200,0,75,13:45,19:45,Covid Plus,True,eb171dc
2022-02-06 13:33,2022-02-06,2803 Gouda,14,1275,6,600,5,225,13:45,17:45,Covid Consult,True,7a6f38e
2022-02-06 13:33,2022-02-06,3769 Soesterberg,6,6,1,1,0,0,13:45,21:45,Covid Plus,True,c0b3595
2022-02-06 13:33,2022-02-06,3439 Nieuwegein,6,6,4,4,4,4,13:45,21:45,Covid Plus,True,8a1a170
2022-02-06 13:33,2022-02-06,3044 Rotterdam,29,306,18,144,8,54,13:45,17:45,Spoedtestcorona,True,237fb25
2022-02-06 13:33,2022-02-06,2544 Den Haag,3,1450,3,400,0,150,13:45,20:45,Coronareistesten,True,fbce685
2022-02-06 13:33,2022-02-06,4824 Breda,4,495,0,120,0,45,13:45,21:45,Coronareistesten,True,a86e121
2022-02-06 13:33,2022-02-06,4815 Breda,9,306,9,144,8,54,13:45,17:45,Spoedtestcorona,True,3c7ff3b
2022-02-06 13:33,2022-02-06,4104 Culemborg,0,0,0,0,0,0,13:45,19:45,Covid Plus,True,6016600
2022-02-06 13:33,2022-02-06,3817 Amersfoort,4,170,2,80,1,30,13:45,17:45,Lead Healthcare Covid Services,True,0f6de42
2022-02-06 13:33,2022-02-06,6545 Nijmegen,14,204,11,96,5,36,13:45,17:45,Spoedtestcorona,True,313c321
2022-02-06 13:33,2022-02-06,5342 Oss,9,204,6,96,1,36,13:45,17:45,Spoedtestcorona,True,46b000b
2022-02-06 13:33,2022-02-06,7202 Zutphen,6,12,5,11,4,10,13:45,19:45,Covid Plus,True,2ab0cbd
2022-02-06 13:33,2022-02-06,7418 Deventer,16,500,7,160,3,60,13:45,19:45,Covid Plus,True,883ac04
2022-02-06 13:33,2022-02-06,5121 Rijen,2,102,1,48,1,18,13:45,17:45,Spoedtestcorona,True,8fe4ee0
2022-02-06 13:33,2022-02-06,8013 Zwolle,28,625,20,200,12,75,13:45,19:45,Covid Plus,True,cdd0d57
2022-02-06 13:33,2022-02-06,7556 Hengelo,19,510,16,240,9,90,13:45,17:45,COVIDTest Nederland,True,254ae1c
2022-02-06 13:33,2022-02-06,7544 Enschede,0,0,0,0,0,0,13:45,19:45,COVIDTest Nederland,True,ad67fdb
2022-02-06 13:33,2022-02-07,1976 IJmuiden,0,0,0,0,0,0,08:00,19:45,Alegria Health,True,aa1a1b7
2022-02-06 13:33,2022-02-07,1078 Amsterdam,0,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-06 13:33,2022-02-07,2182 Hillegom,2,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-06 13:33,2022-02-07,2211 Noordwijkerhout,12,0,0,0,0,0,08:00,15:45,Covid Plus,True,70fb9d4
2022-02-06 13:33,2022-02-07,1271 Huizen,1,1200,0,0,0,0,08:00,19:45,Covid Plus,True,eb171dc
2022-02-06 13:33,2022-02-07,2803 Gouda,8,3675,0,0,0,0,07:00,19:00,Covid Consult,True,7a6f38e
2022-02-06 13:33,2022-02-07,3769 Soesterberg,6,2800,0,0,0,0,08:00,21:45,Covid Plus,True,c0b3595
2022-02-06 13:33,2022-02-07,3439 Nieuwegein,12,2800,0,0,0,0,08:00,21:45,Covid Plus,True,8a1a170
2022-02-06 13:33,2022-02-07,3044 Rotterdam,5,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,237fb25
2022-02-06 13:33,2022-02-07,2544 Den Haag,0,220,0,0,0,0,10:00,20:45,Coronareistesten,True,fbce685
2022-02-06 13:33,2022-02-07,4824 Breda,0,840,0,0,0,0,08:00,21:45,Coronareistesten,True,a86e121
2022-02-06 13:33,2022-02-07,4815 Breda,5,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,3c7ff3b
2022-02-06 13:33,2022-02-07,4104 Culemborg,3,850,0,0,0,0,08:30,18:00,Covid Plus,True,6016600
2022-02-06 13:33,2022-02-07,3817 Amersfoort,1,380,0,0,0,0,08:30,17:45,Lead Healthcare Covid Services,True,0f6de42
2022-02-06 13:33,2022-02-07,6545 Nijmegen,5,624,0,0,0,0,08:00,20:45,Spoedtestcorona,True,313c321
2022-02-06 13:33,2022-02-07,5342 Oss,2,624,0,0,0,0,08:00,20:45,Spoedtestcorona,True,46b000b
2022-02-06 13:33,2022-02-07,7202 Zutphen,1,1,0,0,0,0,08:00,19:45,Covid Plus,True,2ab0cbd
2022-02-06 13:33,2022-02-07,7418 Deventer,5,5,0,0,0,0,08:00,19:45,Covid Plus,True,883ac04
2022-02-06 13:33,2022-02-07,5121 Rijen,1,312,0,0,0,0,08:00,20:45,Spoedtestcorona,True,8fe4ee0
2022-02-06 13:34,2022-02-07,8013 Zwolle,8,1100,0,0,0,0,09:00,19:45,Covid Plus,True,cdd0d57
2022-02-06 13:34,2022-02-07,7556 Hengelo,4,1560,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,254ae1c
2022-02-06 13:34,2022-02-07,7544 Enschede,33,960,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,ad67fdb
2022-02-06 13:32,2022-02-06,1976 IJmuiden,14,125,7,40,6,15,13:45,19:45,Alegria Health,True,aa1a1b7
2022-02-06 13:32,2022-02-06,1078 Amsterdam,18,170,8,80,4,30,13:45,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-06 13:33,2022-02-06,2182 Hillegom,12,170,10,80,8,30,13:45,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-06 13:33,2022-02-06,2211 Noordwijkerhout,23,50,20,50,11,50,13:45,16:30,Covid Plus,True,70fb9d4
2022-02-06 13:33,2022-02-06,1271 Huizen,1,625,0,200,0,75,13:45,19:45,Covid Plus,True,eb171dc
2022-02-06 13:33,2022-02-06,2803 Gouda,14,1275,6,600,5,225,13:45,17:45,Covid Consult,True,7a6f38e
2022-02-06 13:33,2022-02-06,3769 Soesterberg,6,6,1,1,0,0,13:45,21:45,Covid Plus,True,c0b3595
2022-02-06 13:33,2022-02-06,3439 Nieuwegein,6,6,4,4,4,4,13:45,21:45,Covid Plus,True,8a1a170
2022-02-06 13:33,2022-02-06,3044 Rotterdam,29,306,18,144,8,54,13:45,17:45,Spoedtestcorona,True,237fb25
2022-02-06 13:33,2022-02-06,2544 Den Haag,3,1450,3,400,0,150,13:45,20:45,Coronareistesten,True,fbce685
2022-02-06 13:33,2022-02-06,4824 Breda,4,495,0,120,0,45,13:45,21:45,Coronareistesten,True,a86e121
2022-02-06 13:33,2022-02-06,4815 Breda,9,306,9,144,8,54,13:45,17:45,Spoedtestcorona,True,3c7ff3b
2022-02-06 13:33,2022-02-06,4104 Culemborg,0,0,0,0,0,0,13:45,19:45,Covid Plus,True,6016600
2022-02-06 13:33,2022-02-06,3817 Amersfoort,4,170,2,80,1,30,13:45,17:45,Lead Healthcare Covid Services,True,0f6de42
2022-02-06 13:33,2022-02-06,6545 Nijmegen,14,204,11,96,5,36,13:45,17:45,Spoedtestcorona,True,313c321
2022-02-06 13:33,2022-02-06,5342 Oss,9,204,6,96,1,36,13:45,17:45,Spoedtestcorona,True,46b000b
2022-02-06 13:33,2022-02-06,7202 Zutphen,6,12,5,11,4,10,13:45,19:45,Covid Plus,True,2ab0cbd
2022-02-06 13:33,2022-02-06,7418 Deventer,16,500,7,160,3,60,13:45,19:45,Covid Plus,True,883ac04
2022-02-06 13:33,2022-02-06,5121 Rijen,2,102,1,48,1,18,13:45,17:45,Spoedtestcorona,True,8fe4ee0
2022-02-06 13:33,2022-02-06,8013 Zwolle,28,625,20,200,12,75,13:45,19:45,Covid Plus,True,cdd0d57
2022-02-06 13:33,2022-02-06,7556 Hengelo,19,510,16,240,9,90,13:45,17:45,COVIDTest Nederland,True,254ae1c
2022-02-06 13:33,2022-02-06,7544 Enschede,0,0,0,0,0,0,13:45,19:45,COVIDTest Nederland,True,ad67fdb
2022-02-06 13:33,2022-02-07,1976 IJmuiden,0,0,0,0,0,0,08:00,19:45,Alegria Health,True,aa1a1b7
2022-02-06 13:33,2022-02-07,1078 Amsterdam,0,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-06 13:33,2022-02-07,2182 Hillegom,2,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-06 13:33,2022-02-07,2211 Noordwijkerhout,12,0,0,0,0,0,08:00,15:45,Covid Plus,True,70fb9d4
2022-02-06 13:33,2022-02-07,1271 Huizen,1,1200,0,0,0,0,08:00,19:45,Covid Plus,True,eb171dc
2022-02-06 13:33,2022-02-07,2803 Gouda,8,3675,0,0,0,0,07:00,19:00,Covid Consult,True,7a6f38e
2022-02-06 13:33,2022-02-07,3769 Soesterberg,6,2800,0,0,0,0,08:00,21:45,Covid Plus,True,c0b3595
2022-02-06 13:33,2022-02-07,3439 Nieuwegein,12,2800,0,0,0,0,08:00,21:45,Covid Plus,True,8a1a170
2022-02-06 13:33,2022-02-07,3044 Rotterdam,5,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,237fb25
2022-02-06 13:33,2022-02-07,2544 Den Haag,0,220,0,0,0,0,10:00,20:45,Coronareistesten,True,fbce685
2022-02-06 13:33,2022-02-07,4824 Breda,0,840,0,0,0,0,08:00,21:45,Coronareistesten,True,a86e121
2022-02-06 13:33,2022-02-07,4815 Breda,5,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,3c7ff3b
2022-02-06 13:33,2022-02-07,4104 Culemborg,3,850,0,0,0,0,08:30,18:00,Covid Plus,True,6016600
2022-02-06 13:33,2022-02-07,3817 Amersfoort,1,380,0,0,0,0,08:30,17:45,Lead Healthcare Covid Services,True,0f6de42
2022-02-06 13:33,2022-02-07,6545 Nijmegen,5,624,0,0,0,0,08:00,20:45,Spoedtestcorona,True,313c321
2022-02-06 13:33,2022-02-07,5342 Oss,2,624,0,0,0,0,08:00,20:45,Spoedtestcorona,True,46b000b
2022-02-06 13:33,2022-02-07,7202 Zutphen,1,1,0,0,0,0,08:00,19:45,Covid Plus,True,2ab0cbd
2022-02-06 13:33,2022-02-07,7418 Deventer,5,5,0,0,0,0,08:00,19:45,Covid Plus,True,883ac04
2022-02-06 13:33,2022-02-07,5121 Rijen,1,312,0,0,0,0,08:00,20:45,Spoedtestcorona,True,8fe4ee0
2022-02-06 13:34,2022-02-07,8013 Zwolle,8,1100,0,0,0,0,09:00,19:45,Covid Plus,True,cdd0d57
2022-02-06 13:34,2022-02-07,7556 Hengelo,4,1560,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,254ae1c
2022-02-06 13:34,2022-02-07,7544 Enschede,33,960,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,ad67fdb#
#,,,,,,,,,,,,,
#scan_time,apt_date,short_addr,num_booked,num_slots,num_booked_2h,num_slots_2h,num_booked_45m,num_slots_45m,first_tm,last_tm,company,loc_id_hash,is_active
"2022-02-06 15:03",2022-02-06,"1976 IJmuiden",8,95,5,40,0,15,15:15,19:45,"Alegria Health",True,aa1a1b7
"2022-02-06 15:03",2022-02-06,"1078 Amsterdam",15,110,8,80,3,30,15:15,17:45,CoronasneltestNederland.nl,True,609a4ce
"2022-02-06 15:03",2022-02-06,"2182 Hillegom",7,110,5,80,0,30,15:15,17:45,CoronasneltestNederland.nl,True,2c27a1f
"2022-02-06 15:03",2022-02-06,"2211 Noordwijkerhout",7,0,7,0,6,0,15:15,16:30,"Covid Plus",True,70fb9d4
"2022-02-06 15:03",2022-02-06,"1271 Huizen",1,1,1,1,0,0,15:15,19:45,"Covid Plus",True,eb171dc
"2022-02-06 15:04",2022-02-06,"2803 Gouda",13,825,12,600,5,225,15:15,17:45,"Covid Consult",True,7a6f38e
"2022-02-06 15:04",2022-02-06,"3769 Soesterberg",5,5,3,3,0,0,15:15,21:45,"Covid Plus",True,c0b3595
"2022-02-06 15:04",2022-02-06,"3439 Nieuwegein",2,2,2,2,0,0,15:15,21:45,"Covid Plus",True,8a1a170
"2022-02-06 15:04",2022-02-06,"3044 Rotterdam",28,198,22,144,7,54,15:15,17:45,Spoedtestcorona,True,237fb25
"2022-02-06 15:04",2022-02-06,"2544 Den Haag",1,1150,1,400,1,150,15:15,20:45,Coronareistesten,True,fbce685
"2022-02-06 15:04",2022-02-06,"4824 Breda",5,405,4,120,0,45,15:15,21:45,Coronareistesten,True,a86e121
"2022-02-06 15:04",2022-02-06,"4815 Breda",2,198,2,144,1,54,15:15,17:45,Spoedtestcorona,True,3c7ff3b
"2022-02-06 15:04",2022-02-06,"4104 Culemborg",0,0,0,0,0,0,15:15,19:45,"Covid Plus",True,6016600
"2022-02-06 15:04",2022-02-06,"3817 Amersfoort",13,110,11,80,4,30,15:15,17:45,"Lead Healthcare Covid Services",True,0f6de42
"2022-02-06 15:04",2022-02-06,"6545 Nijmegen",16,132,16,96,11,36,15:15,17:45,Spoedtestcorona,True,313c321
"2022-02-06 15:04",2022-02-06,"5342 Oss",4,132,3,96,1,36,15:15,17:45,Spoedtestcorona,True,46b000b
"2022-02-06 15:04",2022-02-06,"7202 Zutphen",1,1,1,1,0,0,15:15,19:45,"Covid Plus",True,2ab0cbd
"2022-02-06 15:04",2022-02-06,"7418 Deventer",25,380,20,160,15,60,15:15,19:45,"Covid Plus",True,883ac04
"2022-02-06 15:04",2022-02-06,"5121 Rijen",2,66,1,48,1,18,15:15,17:45,Spoedtestcorona,True,8fe4ee0
"2022-02-06 15:04",2022-02-06,"8013 Zwolle",18,475,15,200,7,75,15:15,19:45,"Covid Plus",True,cdd0d57
"2022-02-06 15:04",2022-02-06,"7556 Hengelo",16,330,14,240,9,90,15:15,17:45,"COVIDTest Nederland",True,254ae1c
"2022-02-06 15:04",2022-02-06,"7544 Enschede",0,0,0,0,0,0,15:15,19:45,"COVIDTest Nederland",True,ad67fdb
"2022-02-06 15:04",2022-02-07,"1976 IJmuiden",0,0,0,0,0,0,08:00,19:45,"Alegria Health",True,aa1a1b7
"2022-02-06 15:04",2022-02-07,"1078 Amsterdam",0,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,609a4ce
"2022-02-06 15:04",2022-02-07,"2182 Hillegom",2,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,2c27a1f
"2022-02-06 15:04",2022-02-07,"2211 Noordwijkerhout",12,0,0,0,0,0,08:00,15:45,"Covid Plus",True,70fb9d4
"2022-02-06 15:04",2022-02-07,"1271 Huizen",1,1,0,0,0,0,08:00,19:45,"Covid Plus",True,eb171dc
"2022-02-06 15:04",2022-02-07,"2803 Gouda",10,3675,0,0,0,0,07:00,19:00,"Covid Consult",True,7a6f38e
"2022-02-06 15:04",2022-02-07,"3769 Soesterberg",7,7,0,0,0,0,08:00,21:45,"Covid Plus",True,c0b3595
"2022-02-06 15:04",2022-02-07,"3439 Nieuwegein",11,11,0,0,0,0,08:00,21:45,"Covid Plus",True,8a1a170
"2022-02-06 15:04",2022-02-07,"3044 Rotterdam",5,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,237fb25
"2022-02-06 15:04",2022-02-07,"2544 Den Haag",0,220,0,0,0,0,10:00,20:45,Coronareistesten,True,fbce685
"2022-02-06 15:04",2022-02-07,"4824 Breda",1,840,0,0,0,0,08:00,21:45,Coronareistesten,True,a86e121
"2022-02-06 15:04",2022-02-07,"4815 Breda",6,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,3c7ff3b
