scan_time,apt_date,short_addr,num_booked,num_slots,num_booked_2h,num_slots_2h,num_booked_45m,num_slots_45m,first_tm,last_tm,company,is_active,loc_id_hash
2022-02-05 23:26,2022-02-06,1976 IJmuiden,7,120,0,0,0,0,08:00,19:45,Alegria Health,True,aa1a1b7
2022-02-05 23:26,2022-02-06,1078 Amsterdam,25,320,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-05 23:26,2022-02-06,2182 Hillegom,26,320,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-05 23:26,2022-02-06,2211 Noordwijkerhout,30,1600,0,0,0,0,08:00,15:45,Covid Plus,True,70fb9d4
2022-02-05 23:26,2022-02-06,1271 Huizen,10,1200,0,0,0,0,08:00,19:45,Covid Plus,True,eb171dc
2022-02-05 23:26,2022-02-06,2803 Gouda,20,3375,0,0,0,0,07:00,19:00,Covid Consult,True,7a6f38e
2022-02-05 23:26,2022-02-06,3769 Soesterberg,23,23,0,0,0,0,08:00,21:45,Covid Plus,True,c0b3595
2022-02-05 23:26,2022-02-06,3439 Nieuwegein,19,20,0,0,0,0,08:00,21:45,Covid Plus,True,8a1a170
2022-02-05 23:26,2022-02-06,3044 Rotterdam,47,648,0,0,0,0,08:00,20:45,Spoedtestcorona,True,237fb25
2022-02-05 23:26,2022-02-06,4824 Breda,5,720,0,0,0,0,10:00,20:45,Coronareistesten,True,a86e121
2022-02-05 23:26,2022-02-06,4815 Breda,15,648,0,0,0,0,08:00,21:45,Spoedtestcorona,True,3c7ff3b
2022-02-05 23:26,2022-02-06,4104 Culemborg,4,4,0,0,0,0,08:00,20:45,Covid Plus,True,6016600
2022-02-05 23:26,2022-02-06,3817 Amersfoort,11,360,0,0,0,0,08:30,18:00,Lead Healthcare Covid Services,True,0f6de42
2022-02-05 23:26,2022-02-06,4153 Beesd,1,32,0,0,0,0,08:30,17:45,Testcoronadirect.nl,True,10c3e6f
2022-02-05 23:26,2022-02-06,6545 Nijmegen,16,432,0,0,0,0,08:00,20:45,Spoedtestcorona,True,313c321
2022-02-05 23:26,2022-02-06,5342 Oss,8,432,0,0,0,0,08:00,20:45,Spoedtestcorona,True,46b000b
2022-02-05 23:26,2022-02-06,7202 Zutphen,12,432,0,0,0,0,08:00,19:45,Covid Plus,True,2ab0cbd
2022-02-05 23:26,2022-02-06,7418 Deventer,24,960,0,0,0,0,08:00,19:45,Covid Plus,True,883ac04
2022-02-05 23:26,2022-02-06,5121 Rijen,10,216,0,0,0,0,08:00,20:45,Spoedtestcorona,True,8fe4ee0
2022-02-05 23:26,2022-02-06,8013 Zwolle,46,1100,0,0,0,0,09:00,19:45,Covid Plus,True,cdd0d57
2022-02-05 23:26,2022-02-06,7556 Hengelo,24,960,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,254ae1c
2022-02-05 23:26,2022-02-06,7544 Enschede,0,0,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,ad67fdb
2022-02-05 23:26,2022-02-07,1976 IJmuiden,0,0,0,0,0,0,08:00,19:45,Alegria Health,True,aa1a1b7
2022-02-05 23:26,2022-02-07,1078 Amsterdam,0,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-05 23:26,2022-02-07,2182 Hillegom,0,0,0,0,0,0,09:00,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-05 23:26,2022-02-07,2211 Noordwijkerhout,10,1600,0,0,0,0,08:00,15:45,Covid Plus,True,70fb9d4
2022-02-05 23:26,2022-02-07,1271 Huizen,1,1200,0,0,0,0,08:00,19:45,Covid Plus,True,eb171dc
2022-02-05 23:26,2022-02-07,2803 Gouda,4,3675,0,0,0,0,07:00,19:00,Covid Consult,True,7a6f38e
2022-02-05 23:26,2022-02-07,3769 Soesterberg,6,2800,0,0,0,0,08:00,21:45,Covid Plus,True,c0b3595
2022-02-05 23:26,2022-02-07,3439 Nieuwegein,3,2800,0,0,0,0,08:00,21:45,Covid Plus,True,8a1a170
2022-02-05 23:26,2022-02-07,3044 Rotterdam,4,936,0,0,0,0,08:00,20:45,Spoedtestcorona,True,237fb25
2022-02-05 23:26,2022-02-07,4824 Breda,0,840,0,0,0,0,10:00,20:45,Coronareistesten,True,a86e121
2022-02-05 23:26,2022-02-07,4815 Breda,4,936,0,0,0,0,08:00,21:45,Spoedtestcorona,True,3c7ff3b
2022-02-05 23:26,2022-02-07,4104 Culemborg,1,850,0,0,0,0,08:00,20:45,Covid Plus,True,6016600
2022-02-05 23:26,2022-02-07,3817 Amersfoort,1,380,0,0,0,0,08:30,18:00,Lead Healthcare Covid Services,True,0f6de42
2022-02-05 23:26,2022-02-07,4153 Beesd,0,0,0,0,0,0,08:30,17:45,Testcoronadirect.nl,True,10c3e6f
2022-02-05 23:26,2022-02-07,6545 Nijmegen,5,624,0,0,0,0,08:00,20:45,Spoedtestcorona,True,313c321
2022-02-05 23:26,2022-02-07,5342 Oss,0,624,0,0,0,0,08:00,20:45,Spoedtestcorona,True,46b000b
2022-02-05 23:26,2022-02-07,7202 Zutphen,1,432,0,0,0,0,08:00,19:45,Covid Plus,True,2ab0cbd
2022-02-05 23:26,2022-02-07,7418 Deventer,3,960,0,0,0,0,08:00,19:45,Covid Plus,True,883ac04
2022-02-05 23:26,2022-02-07,5121 Rijen,1,312,0,0,0,0,08:00,20:45,Spoedtestcorona,True,8fe4ee0
2022-02-05 23:26,2022-02-07,8013 Zwolle,6,1100,0,0,0,0,09:00,19:45,Covid Plus,True,cdd0d57
2022-02-05 23:26,2022-02-07,7556 Hengelo,3,1560,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,254ae1c
2022-02-05 23:26,2022-02-07,7544 Enschede,30,960,0,0,0,0,08:00,19:45,COVIDTest Nederland,True,ad67fdb
#,,,,,,,,,,,,,
#scan_time,apt_date,short_addr,num_booked,num_slots,num_booked_2h,num_slots_2h,num_booked_45m,num_slots_45m,first_tm,last_tm,company,is_active,loc_id_hash
2022-02-06 10:54,2022-02-06,1976 IJmuiden,13,180,3,40,0,0,11:00,19:45,Alegria Health,True,aa1a1b7
2022-02-06 10:54,2022-02-06,1078 Amsterdam,32,240,16,60,0,0,11:00,17:45,CoronasneltestNederland.nl,True,609a4ce
2022-02-06 10:54,2022-02-06,2182 Hillegom,29,240,17,60,0,0,11:00,17:45,CoronasneltestNederland.nl,True,2c27a1f
2022-02-06 10:54,2022-02-06,2211 Noordwijkerhout,39,1000,14,400,0,0,11:00,15:45,Covid Plus,True,70fb9d4
2022-02-06 10:54,2022-02-06,1271 Huizen,9,900,5,200,0,0,11:00,19:45,Covid Plus,True,eb171dc
2022-02-06 10:54,2022-02-06,2803 Gouda,24,2100,12,600,0,0,11:00,19:00,Covid Consult,True,7a6f38e
2022-02-06 10:54,2022-02-06,3769 Soesterberg,20,20,13,13,0,0,11:00,21:45,Covid Plus,True,c0b3595
2022-02-06 10:54,2022-02-06,3439 Nieuwegein,11,11,2,2,0,0,11:00,21:45,Covid Plus,True,8a1a170
2022-02-06 10:54,2022-02-06,3044 Rotterdam,53,504,26,144,0,0,11:00,20:45,Spoedtestcorona,True,237fb25
2022-02-06 10:54,2022-02-06,4824 Breda,6,660,5,120,0,0,11:00,20:45,Coronareistesten,True,a86e121
